date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:27:34	113/113	---M-Z	200	added ('OK')	text/plain	date:Wed,%2028%20Sep%202022%2013:05:57%20GMT	https://clickbuyhere.com/robots.txt		(from )
10:27:35	59046/59046	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2013:27:34%20GMT	https://clickbuyhere.com/teds-woodworking/	/Users/kelven/websites/TedsWoodworking/clickbuyhere.com/teds-woodworking/index.html	(from )
10:27:36	88932/88932	---M-Z	200	added ('OK')	text/css	date:Mon,%2004%20Jul%202022%2020:40:38%20GMT	https://clickbuyhere.com/wp-includes/css/dist/block-library/style.min.css?ver=6.0.2	/Users/kelven/websites/TedsWoodworking/clickbuyhere.com/wp-includes/css/dist/block-library/style.min5b21.css	(from https://clickbuyhere.com/teds-woodworking/)
10:27:36	6051/6051	---M-Z	200	added ('OK')	text/css	date:Wed,%2024%20Aug%202022%2022:06:06%20GMT	https://clickbuyhere.com/wp-content/themes/hello-elementor/style.min.css?ver=2.6.1	/Users/kelven/websites/TedsWoodworking/clickbuyhere.com/wp-content/themes/hello-elementor/style.minc141.css	(from https://clickbuyhere.com/teds-woodworking/)
10:27:38	86545/86545	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Sep%202022%2013:27:37%20GMT	http://s.w.org/	/Users/kelven/websites/TedsWoodworking/s.w.org/index.html	(from https://clickbuyhere.com/teds-woodworking/)
10:27:38	1841/1841	---M-Z	200	added ('OK')	application/rss+xml	date:Wed,%2021%20Sep%202022%2013:06:10%20GMT	https://clickbuyhere.com/feed/	/Users/kelven/websites/TedsWoodworking/clickbuyhere.com/feed/index.html	(from https://clickbuyhere.com/teds-woodworking/)
10:27:38	15672/15672	---M-Z	200	added ('OK')	text/css	date:Wed,%2024%20Aug%202022%2022:06:06%20GMT	https://clickbuyhere.com/wp-content/themes/hello-elementor/theme.min.css?ver=2.6.1	/Users/kelven/websites/TedsWoodworking/clickbuyhere.com/wp-content/themes/hello-elementor/theme.minc141.css	(from https://clickbuyhere.com/teds-woodworking/)
10:27:38	705/705	---M-Z	200	added ('OK')	application/rss+xml	date:Wed,%2021%20Sep%202022%2013:06:10%20GMT	https://clickbuyhere.com/comments/feed/	/Users/kelven/websites/TedsWoodworking/clickbuyhere.com/comments/feed/index.html	(from https://clickbuyhere.com/teds-woodworking/)
10:27:38	108424/108424	---MCZ	200	added ('OK')	text/css	date:Wed,%2021%20Sep%202022%2011:38:10%20GMT	https://clickbuyhere.com/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.7.7	/Users/kelven/websites/TedsWoodworking/clickbuyhere.com/wp-content/plugins/elementor/assets/css/frontend-lite.minac9e.css	(from https://clickbuyhere.com/teds-woodworking/)
10:27:39	1145/1145	---MCZ	200	added ('OK')	text/css	date:Wed,%2021%20Sep%202022%2011:44:33%20GMT	https://clickbuyhere.com/wp-content/uploads/elementor/css/post-5.css?ver=1663760673	/Users/kelven/websites/TedsWoodworking/clickbuyhere.com/wp-content/uploads/elementor/css/post-5f4e8.css	(from https://clickbuyhere.com/teds-woodworking/)
